strategy,split,bars,net_bps_per_bar,gross_bps_per_bar,cost_bps_per_bar,sharpe_net,sharpe_gross,ann_return_pct,max_dd_pct,turnover_per_bar,breakeven_cost_bps,p_value,family,fee_model,hold,lookback,top_n,channel
"H3 短期リバーサル(横断) {'lookback': 1, 'top_n': 3} hold=6",full,5399,0.1723967170877453,0.5795091453151953,0.40711242822744953,0.0546298587771682,0.18363950838734164,3.7754881042216213,-71.40096399116166,0.2714082854849663,2.135193272672934,0.47,H3 短期リバーサル(横断),maker-only(理論上限),6,1.0,3.0,
"H3 短期リバーサル(横断) {'lookback': 1, 'top_n': 3} hold=12",train,3240,-2.4204162336057977,-1.2328647932765795,1.187551440329218,-0.8951467543140563,-0.4561165120941484,-53.007115515966966,-109.86774628139561,0.12458847736625513,-9.89549611118774,0.8565,H3 短期リバーサル(横断),taker,12,1.0,3.0,
"H3 短期リバーサル(横断) {'lookback': 1, 'top_n': 3} hold=12",test,2111,0.3922625939314033,1.9059212075426455,1.5136586136112427,0.12241484295819174,0.5946156929351657,8.590550807097733,-71.2334439685742,0.15190273172272223,12.546984415143012,0.44625,H3 短期リバーサル(横断),taker,12,1.0,3.0,
"H3 短期リバーサル(横断) {'lookback': 1, 'top_n': 3} hold=12",full,5399,-1.1269447285643794,0.18751165224688196,1.3144563808112615,-0.38715263629383173,0.06441707765430728,-24.68008955555991,-144.2985370021014,0.1353954436006668,1.3849184821900353,0.724,H3 短期リバーサル(横断),taker,12,1.0,3.0,
"H3 短期リバーサル(横断) {'lookback': 1, 'top_n': 3} hold=12",train,3240,-1.9200818714658798,-1.2328647932765795,0.6872170781893004,-0.7103265293917407,-0.4561165120941484,-42.04979298510277,-104.01516940035704,0.12458847736625513,-9.89549611118774,0.80075,H3 短期リバーサル(横断),half-maker,12,1.0,3.0,
"H3 短期リバーサル(横断) {'lookback': 1, 'top_n': 3} hold=12",test,2111,1.0351648519449834,1.9059212075426455,0.8707563555976631,0.323051768696239,0.5946156929351657,22.670110257595137,-69.24219396857421,0.15190273172272223,12.546984415143012,0.37575,H3 短期リバーサル(横断),half-maker,12,1.0,3.0,
"H3 短期リバーサル(横断) {'lookback': 1, 'top_n': 3} hold=12",full,5399,-0.5712631208592489,0.18751165224688196,0.7587747731061307,-0.19628031191215647,0.06441707765430728,-12.51066234681755,-135.07721012106265,0.1353954436006668,1.3849184821900353,0.61175,H3 短期リバーサル(横断),half-maker,12,1.0,3.0,
"H3 短期リバーサル(横断) {'lookback': 1, 'top_n': 3} hold=12",train,3240,-1.4197475093259624,-1.2328647932765795,0.1868827160493827,-0.5252797342099345,-0.4561165120941484,-31.09247045423858,-98.35558606702375,0.12458847736625513,-9.89549611118774,0.732,H3 短期リバーサル(横断),maker-only(理論上限),12,1.0,3.0,
"H3 短期リバーサル(横断) {'lookback': 1, 'top_n': 3} hold=12",test,2111,1.6780671099585627,1.9059212075426455,0.22785409758408334,0.5235842139688249,0.5946156929351657,36.74966970809252,-67.2509439685742,0.15190273172272223,12.546984415143012,0.31125,H3 短期リバーサル(横断),maker-only(理論上限),12,1.0,3.0,
"H3 短期リバーサル(横断) {'lookback': 1, 'top_n': 3} hold=12",full,5399,-0.015581513154118473,0.18751165224688196,0.20309316540100017,-0.005353273369905219,0.06441707765430728,-0.34123513807519457,-126.04887678772934,0.1353954436006668,1.3849184821900353,0.49475,H3 短期リバーサル(横断),maker-only(理論上限),12,1.0,3.0,
