strategy,split,bars,net_bps_per_bar,gross_bps_per_bar,cost_bps_per_bar,sharpe_net,sharpe_gross,ann_return_pct,max_dd_pct,turnover_per_bar,breakeven_cost_bps,p_value,family,fee_model,hold,lookback,top_n,channel
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=1",train,3168,-2.8965347845806235,0.595573801277962,3.4921085858585865,-5.496593939707859,1.1320650004019717,-253.73644712926264,-96.47572711463164,0.37752525252525254,1.5775734134185484,0.99975,H1 FRキャリー(横断),taker,1,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=1",test,2063,-3.512216411409132,1.6576414008384037,5.169857812247536,-6.41853290873239,3.034297515670494,-307.67015763944,-74.30442215061368,0.5629342381644854,2.9446448420748794,0.9985,H1 FRキャリー(横断),taker,1,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=1",full,5279,-3.0315766740453785,1.1380814051362844,4.169658079181663,-5.657384219715516,2.1270889333474017,-265.5661166463751,-162.3580793897717,0.4532108353854897,2.511152241468943,1.0,H1 FRキャリー(横断),taker,1,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=1",train,3168,-1.4336244310452704,0.595573801277962,2.0291982323232323,-2.7238205159222115,1.1320650004019717,-125.58550015956568,-50.896284393434584,0.37752525252525254,1.5775734134185484,0.9655,H1 FRキャリー(横断),half-maker,1,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=1",test,2063,-1.3494881839087287,1.6576414008384037,3.007129584747132,-2.469238584623768,3.034297515670494,-118.21516491040462,-31.729305831628444,0.5629342381644854,2.9446448420748794,0.85275,H1 FRキャリー(横断),half-maker,1,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=1",full,5279,-1.286655760993664,1.1380814051362844,2.424737166129949,-2.404000174655624,2.1270889333474017,-112.71104466304496,-71.77766272310541,0.4532108353854897,2.511152241468943,0.9745,H1 FRキャリー(横断),half-maker,1,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=1",train,3168,0.02928592249008341,0.595573801277962,0.5662878787878788,0.055664252019742545,1.1320650004019717,2.565446810131307,-20.22941458006549,0.37752525252525254,1.5775734134185484,0.44675,H1 FRキャリー(横断),maker-only(理論上限),1,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=1",test,2063,0.8132400435916751,1.6576414008384037,0.8444013572467279,1.4887846402698055,3.034297515670494,71.23982781863074,-20.28579878196756,0.5629342381644854,2.9446448420748794,0.245,H1 FRキャリー(横断),maker-only(理論上限),1,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=1",full,5279,0.45826515205805024,1.1380814051362844,0.6798162530782345,0.8565545120058092,2.1270889333474017,40.144027320285204,-20.28579878196754,0.4532108353854897,2.511152241468943,0.26075,H1 FRキャリー(横断),maker-only(理論上限),1,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=2",train,3168,-1.461549223894314,0.8506877289676387,2.3122369528619533,-3.0015188742705425,1.7430022817201136,-128.03171201314188,-52.369367240610195,0.24944760101010102,3.4102862706352157,0.96175,H1 FRキャリー(横断),taker,2,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=2",test,2063,-0.8692638616758157,2.4801665794293712,3.3494304411051865,-1.600125968755312,4.57171813300709,-76.14751428280145,-30.248830349059375,0.3654871546291808,6.785919964672139,0.76975,H1 FRキャリー(横断),taker,2,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=2",full,5279,-1.1419359526556094,1.5899340353471692,2.731869988002778,-2.232397672013666,3.105661219883265,-100.03358945263136,-71.7336577053621,0.29688387952263684,5.355407096887993,0.965,H1 FRキャリー(横断),taker,2,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=2",train,3168,-0.4925164482209135,0.8506877289676387,1.3432041771885521,-1.0112642996987584,1.7430022817201136,-43.144440864152024,-31.36383778059704,0.24944760101010102,3.4102862706352157,0.70975,H1 FRキャリー(横断),half-maker,2,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=2",test,2063,0.5313359929048921,2.4801665794293712,1.9488305865244788,0.9794792833797211,4.57171813300709,46.54503297846855,-24.182163682392734,0.3654871546291808,6.785919964672139,0.3225,H1 FRキャリー(横断),half-maker,2,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=2",full,5279,0.0013361317038024228,1.5899340353471692,1.5885979036433668,0.0026132947634880397,3.105661219883265,0.11704513725309225,-32.48430863979403,0.29688387952263684,5.355407096887993,0.4935,H1 FRキャリー(横断),half-maker,2,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=2",train,3168,0.476516327452487,0.8506877289676387,0.3741714015151515,0.9771781058319161,1.7430022817201136,41.742830284837865,-24.715921113930367,0.24944760101010102,3.4102862706352157,0.2505,H1 FRキャリー(横断),maker-only(理論上限),2,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=2",test,2063,1.9319358474855999,2.4801665794293712,0.5482307319437713,3.562116531882903,4.57171813300709,169.23758023973855,-18.115497015726056,0.3654871546291808,6.785919964672139,0.0525,H1 FRキャリー(横断),maker-only(理論上限),2,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=2",full,5279,1.1446082160632138,1.5899340353471692,0.4453258192839553,2.2371896109993763,3.105661219883265,100.26767972713753,-24.715921113930367,0.29688387952263684,5.355407096887993,0.0455,H1 FRキャリー(横断),maker-only(理論上限),2,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=3",train,3168,-2.194889854224962,-0.44102306129566976,1.7538667929292926,-4.1825898873769,-0.8416284873423231,-192.27235123010666,-75.0234693877857,0.18857849326599324,-2.338671041737506,0.998,H1 FRキャリー(横断),taker,3,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=3",test,2063,-1.1682569951562631,1.4312542344446417,2.5995112296009046,-2.1989513801759313,2.7098308158078344,-102.33931277568864,-29.429866442451402,0.28243658103086117,5.067524288888952,0.84675,H1 FRキャリー(横断),taker,3,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=3",full,5279,-1.7516424651842022,0.342188437133156,2.093830902317358,-3.312558373824784,0.6491442513641332,-153.4438799501361,-96.96526908499801,0.22673170423691352,1.5092218279963219,0.99575,H1 FRキャリー(横断),taker,3,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=3",train,3168,-1.4593903277098106,-0.44102306129566976,1.0183672664141412,-2.7843531781251225,-0.8416284873423231,-127.84259270737941,-51.903677721118854,0.18857849326599324,-2.338671041737506,0.96725,H1 FRキャリー(横断),half-maker,3,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=3",test,2063,-0.08032881612895666,1.4312542344446417,1.511583050573598,-0.15170712051214055,2.7098308158078344,-7.036804292896603,-23.81581833326243,0.28243658103086117,5.067524288888952,0.5275,H1 FRキャリー(横断),half-maker,3,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=3",full,5279,-0.8747757922032082,0.342188437133156,1.2169642293363643,-1.6576668454142172,0.6491442513641332,-76.63035939700104,-65.92497097580863,0.22673170423691352,1.5092218279963219,0.91025,H1 FRキャリー(横断),half-maker,3,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=3",train,3168,-0.7238908011946594,-0.44102306129566976,0.2828677398989899,-1.3815547898490392,-0.8416284873423231,-63.41283418465217,-36.492744930789314,0.18857849326599324,-2.338671041737506,0.804,H1 FRキャリー(横断),maker-only(理論上限),3,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=3",test,2063,1.0075993628983495,1.4312542344446417,0.42365487154629183,1.9069162965804642,2.7098308158078344,88.26570418989542,-20.502276666595755,0.28243658103086117,5.067524288888952,0.19725,H1 FRキャリー(横断),maker-only(理論上限),3,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=3",full,5279,0.0020908807777856304,0.342188437133156,0.34009755635537037,0.003966085131791924,0.6491442513641332,0.18316115613402123,-37.18517930914204,0.22673170423691352,1.5092218279963219,0.508,H1 FRキャリー(横断),maker-only(理論上限),3,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=6",train,3168,-1.5958978147856853,-0.587072583304204,1.0088252314814814,-3.432168334839831,-1.2622646327784925,-139.80064857522603,-53.81695639696873,0.10787563131313131,-5.4421241957797175,0.9695,H1 FRキャリー(横断),taker,6,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=6",test,2063,-1.9420080394603871,-0.3924442973372651,1.5495637421231216,-3.6664236531533114,-0.7423858229345883,-170.1199042567299,-41.13625771604203,0.1662627241880756,-2.360386546375446,0.97025,H1 FRキャリー(横断),taker,6,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=6",full,5279,-1.6118654133400911,-0.38354723439205846,1.2283181789480329,-3.2650256310609795,-0.7775822034187825,-141.19941020859198,-86.23487009369028,0.13185893793016354,-2.90876932889598,0.99275,H1 FRキャリー(横断),taker,6,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=6",train,3168,-1.1723919225297934,-0.587072583304204,0.5853193392255892,-2.5224751421021376,-1.2622646327784925,-102.70153241360988,-40.40028973030195,0.10787563131313131,-5.4421241957797175,0.91125,H1 FRキャリー(横断),half-maker,6,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=6",test,2063,-1.2919232115398827,-0.3924442973372651,0.8994789142026174,-2.4428771047251243,-0.7423858229345883,-113.17247333089371,-28.88250771604202,0.1662627241880756,-2.360386546375446,0.91125,H1 FRキャリー(横断),half-maker,6,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=6",full,5279,-1.0966005273136976,-0.38354723439205846,0.7130532929216391,-2.2234763897019634,-0.7775822034187825,-96.06220619267992,-59.22070342702388,0.13185893793016354,-2.90876932889598,0.95725,H1 FRキャリー(横断),half-maker,6,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=6",train,3168,-0.748886030273901,-0.587072583304204,0.161813446969697,-1.6107047925466802,-1.2622646327784925,-65.60241625199372,-37.0610208600514,0.10787563131313131,-5.4421241957797175,0.8015,H1 FRキャリー(横断),maker-only(理論上限),6,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=6",test,2063,-0.6418383836193783,-0.3924442973372651,0.2493940862821134,-1.214274172969564,-0.7423858229345883,-56.22504240505754,-22.805435898028616,0.1662627241880756,-2.360386546375446,0.7495,H1 FRキャリー(横断),maker-only(理論上限),6,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=6",full,5279,-0.5813356412873038,-0.38354723439205846,0.1977884068952453,-1.178811105590661,-0.7775822034187825,-50.925002176767805,-38.04321483337318,0.13185893793016354,-2.90876932889598,0.82125,H1 FRキャリー(横断),maker-only(理論上限),6,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=12",train,3168,-0.9298815009251638,-0.35306516043694836,0.5768163404882155,-2.0773027278577954,-0.7900568315842503,-81.45761948104435,-34.43758222653525,0.061053240740740734,-5.782906134929354,0.858,H1 FRキャリー(横断),taker,12,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=12",test,2063,-2.1502969481341863,-1.2919797724999964,0.8583171756341896,-4.073458598918623,-2.4512157973404305,-188.36601265655472,-48.136486678864166,0.09193730812732265,-14.052834467491177,0.9855,H1 FRキャリー(横断),taker,12,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=12",full,5279,-1.3131240577067465,-0.6226405381007608,0.690483519605986,-2.7177355186803585,-1.2907817811649984,-115.02966745511098,-74.14965249146731,0.07370398434046851,-8.447854531507172,0.98025,H1 FRキャリー(横断),taker,12,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=12",train,3168,-0.6872632612366116,-0.35306516043694836,0.3341981007996633,-1.5369812135221828,-0.7900568315842503,-60.20426168432718,-29.27866104452026,0.061053240740740734,-5.782906134929354,0.78025,H1 FRキャリー(横断),half-maker,12,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=12",test,2063,-1.7900913414125836,-1.2919797724999964,0.4981115689125868,-3.394855501871876,-2.4512157973404305,-156.81200150774234,-41.62086167886414,0.09193730812732265,-14.052834467491177,0.96925,H1 FRキャリー(横断),half-maker,12,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=12",full,5279,-1.0231602861591051,-0.6226405381007608,0.40051974805834434,-2.1199635014376494,-1.2907817811649984,-89.6288410675376,-59.880277491467496,0.07370398434046851,-8.447854531507172,0.9495,H1 FRキャリー(横断),half-maker,12,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=12",train,3168,-0.44464502154805935,-0.35306516043694836,0.09157986111111112,-0.9949132188608822,-0.7900568315842503,-38.950903887609996,-28.09159309990548,0.061053240740740734,-5.782906134929354,0.6805,H1 FRキャリー(横断),maker-only(理論上限),12,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=12",test,2063,-1.4298857346909806,-1.2919797724999964,0.13790596219098397,-2.7129236422628384,-2.4512157973404305,-125.2579903589299,-35.1052366788642,0.09193730812732265,-14.052834467491177,0.934,H1 FRキャリー(横断),maker-only(理論上限),12,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=12",full,5279,-0.7331965146114635,-0.6226405381007608,0.11055597651070277,-1.5199213139810384,-1.2907817811649984,-64.22801467996419,-45.61090249146752,0.07370398434046851,-8.447854531507172,0.88175,H1 FRキャリー(横断),maker-only(理論上限),12,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=24",train,3168,-0.7275228492835629,-0.416167104334068,0.31135574494949486,-1.6041666899332467,-0.9193108320856648,-63.73100159724011,-32.393509320928366,0.032354797979797977,-12.862608649076366,0.812,H1 FRキャリー(横断),taker,24,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=24",test,2063,-0.0024310685037655915,0.47935112571177796,0.48178219421554364,-0.0046204429859173545,0.9120517639586643,-0.21296160092986582,-18.877116668058402,0.050735175311035705,9.44810228353565,0.50375,H1 FRキャリー(横断),taker,24,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=24",full,5279,-0.42125151545390305,-0.041026409688922245,0.3802251057649807,-0.8683748419768783,-0.08468172294390211,-36.90163275376191,-32.393509320928366,0.039874976321272966,-1.0288760890632807,0.74175,H1 FRキャリー(横断),taker,24,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=24",train,3168,-0.5961110752936638,-0.416167104334068,0.17994397095959594,-1.3156933004809666,-0.9193108320856648,-52.21933019572494,-31.597884320928397,0.032354797979797977,-12.862608649076366,0.76975,H1 FRキャリー(横断),half-maker,24,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=24",test,2063,0.2004086471207296,0.47935112571177796,0.2789424785910486,0.38118522610785416,0.9120517639586643,17.555797487775912,-16.95253333472508,0.050735175311035705,9.44810228353565,0.4245,H1 FRキャリー(横断),half-maker,24,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=24",full,5279,-0.2610451948123673,-0.041026409688922245,0.22001878512344508,-0.5385530321423786,-0.08468172294390211,-22.867559065563377,-31.597884320928397,0.039874976321272966,-1.0288760890632807,0.658,H1 FRキャリー(横断),half-maker,24,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=24",train,3168,-0.4646993013037651,-0.416167104334068,0.04853219696969697,-1.0263241405561614,-0.9193108320856648,-40.70765879420982,-30.802259320928393,0.032354797979797977,-12.862608649076366,0.7235,H1 FRキャリー(横断),maker-only(理論上限),24,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=24",test,2063,0.4032483627452245,0.47935112571177796,0.07610276296655355,0.7672409639454402,0.9120517639586643,35.32455657648167,-15.027950001391735,0.050735175311035705,9.44810228353565,0.34,H1 FRキャリー(横断),maker-only(理論上限),24,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 3} hold=24",full,5279,-0.10083887417083176,-0.041026409688922245,0.05981246448190945,-0.2081243189428489,-0.08468172294390211,-8.833485377364863,-30.802259320928393,0.039874976321272966,-1.0288760890632807,0.561,H1 FRキャリー(横断),maker-only(理論上限),24,1.0,3.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 5} hold=1",train,3168,-2.9825203704807453,0.3335487094555223,3.3160690799362675,-6.197666857015588,0.6928474001687102,-261.2687844541133,-97.34689529131138,0.3636858415504249,0.9171341618182733,1.0,H1 FRキャリー(横断),taker,1,1.0,5.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 5} hold=1",test,2063,-3.5536594143698457,1.5340829511173093,5.087742365487153,-7.038270425110701,3.04472587950929,-311.3005646987985,-74.03814865568867,0.5596623040878979,2.741086794504519,0.999,H1 FRキャリー(横断),taker,1,1.0,5.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 5} hold=1",full,5279,-3.1635109634836702,0.8639024062021474,4.027413369685817,-6.454211436132297,1.7634217159784653,-277.1235604011695,-168.54598356163365,0.4429671173893565,1.9502630608194782,1.0,H1 FRキャリー(横断),taker,1,1.0,5.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 5} hold=1",train,3168,-1.5972502116754304,0.3335487094555223,1.9307989211309526,-3.3201064589433744,0.6928474001687102,-139.91911854276768,-53.71278666035872,0.3636858415504249,0.9171341618182733,0.98875,H1 FRキャリー(横断),half-maker,1,1.0,5.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 5} hold=1",test,2063,-1.4295349596921914,1.5340829511173093,2.9636179108095,-2.835199211240232,3.04472587950929,-125.22726246903598,-32.29696699354469,0.5596623040878979,2.741086794504519,0.88325,H1 FRキャリー(横断),half-maker,1,1.0,5.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 5} hold=1",full,5279,-1.4820296166827787,0.8639024062021474,2.345932022884926,-3.025879139698119,1.7634217159784653,-129.8257944214114,-81.67540160187023,0.4429671173893565,1.9502630608194782,0.993,H1 FRキャリー(横断),half-maker,1,1.0,5.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 5} hold=1",train,3168,-0.211980052870115,0.3335487094555223,0.5455287623256372,-0.4404269769280885,0.6928474001687102,-18.569452631422074,-23.905426453126523,0.3636858415504249,0.9171341618182733,0.606,H1 FRキャリー(横断),maker-only(理論上限),1,1.0,5.0,
"H1 FRキャリー(横断) {'lookback': 1, 'top_n': 5} hold=1",test,2063,0.6945894949854624,1.5340829511173093,0.8394934561318468,1.37854381662012,3.04472587950929,60.84603976072651,-20.85830348822395,0.5596623040878979,2.741086794504519,0.2675,H1 FRキャリー(横断),maker-only(理論上限),1,1.0,5.0,
